old	new
s__Undibacterium sp014284115	s__Undibacterium nitidum
s__Undibacterium sp014284125	s__Undibacterium umbellatum
s__Undibacterium sp014284175	s__Undibacterium flavidum
s__Undibacterium sp014284195	s__Undibacterium griseum
s__Undibacterium sp014284235	s__Undibacterium curvum
s__Undibacterium sp014284265	s__Undibacterium aquatile
s__Undibacterium sp014284335	s__Undibacterium hunanense
s__Undibacterium sp014284365	s__Undibacterium rugosum
s__Variovorax sp014192585	s__Variovorax sp014192575
g__Verminephrobacter	g__Acidovorax
s__Verminephrobacter aporrectodeae	s__Acidovorax aporrectodeae
s__Verminephrobacter eiseniae	s__Acidovorax eiseniae
s__Xylophilus sp009906855	s__Xylophilus rhododendri
s__Chitinibacter sp013403565	s__Chitinibacter bivalviorum
s__Iodobacter sp003952345	s__Iodobacter ciconiae
s__Aquitalea sp005155025	s__Aquitalea aquatilis
s__Chromobacterium sp001043555	s__Chromobacterium aquaticum
s__Chromobacterium sp001043705	s__Chromobacterium alkanivorans
s__Chromobacterium sp002924365	s__Chromobacterium alticapitis
s__Chromobacterium sp003325495	s__Chromobacterium phragmitis
s__Chromobacterium sp008275125	s__Chromobacterium paludis
s__Chromobacterium vaccinii_A	s__Chromobacterium piscinae
s__Pseudogulbenkiania ferrooxidans_A	s__Pseudogulbenkiania ferrooxidans
g__STGJ01	g__Craterilacuibacter
s__STGJ01 sp003856275	s__Craterilacuibacter sinensis
s__STGJ01 sp004919095	s__Craterilacuibacter intestini
s__STGJ01 sp010435965	s__Craterilacuibacter sedimenti
g__Ga0077526	g__Ga0077523
s__Ga0077526 sp001464765	s__Ga0077523 sp001464765
s__Ga0077526 sp001464895	s__Ga0077523 sp001464895
s__CAITJF01 sp903873725	s__CAIQPV01 sp903873725
g__Sideroxydans	g__Sideroxyarcus
s__Sideroxydans lithotrophicus	s__Sideroxyarcus lithotrophicus
s__Sideroxydans sp002421915	s__Sideroxyarcus sp002421915
s__Sideroxydans sp002787455	s__Sideroxyarcus sp002787455
s__Sideroxydans sp003445795	s__Sideroxyarcus sp003445795
s__Sideroxydans sp006218055	s__Sideroxyarcus sp006218055
s__Sideroxydans sp011620315	s__Sideroxyarcus sp011620315
s__Sideroxydans sp013140695	s__Sideroxyarcus sp013140695
s__Sideroxydans sp013791855	s__Sideroxyarcus sp013791855
s__Sideroxydans sp013824485	s__Sideroxyarcus sp013824485
s__Sideroxydans sp903847155	s__Sideroxyarcus sp903847155
s__Leeia sp012641365	s__Leeia aquatica
s__Methylotenera sp004661485	s__Methylotenera oryzisoli
s__Kingella negevensis	s__Kingella_C negevensis
s__Neisseria sicca_D	s__Neisseria flava
s__Neisseria sp002327085	s__Neisseria weixii
s__Neisseria subflava_C	s__Neisseria perflava
s__Snodgrassella sp900094895	s__Snodgrassella communis
s__Nitrosomonas sp000175095	s__Nitrosomonas ureae_C
s__Nitrosomonas sp003011925	s__Nitrosomonas supralitoralis
s__Nitrosospira sp003053905	s__Nitrosospira sp900215485
s__Accumulibacter phosphatis_A	s__Accumulibacter adiacens
s__Accumulibacter phosphatis_B	s__Accumulibacter iunctus
s__Accumulibacter phosphatis_E	s__Accumulibacter vicinus
s__Accumulibacter phosphatis_F	s__Accumulibacter meliphilus
s__Accumulibacter phosphatis_H	s__Accumulibacter contiguus
s__Accumulibacter sp000584975	s__Accumulibacter cognatus
s__Accumulibacter sp005524045	s__Accumulibacter similis
s__Azoarcus_D sp002872475	s__Azoarcus_D pumilum
s__Azoarcus_D taiwanensis	s__Azoarcus_F taiwanensis
s__Azonexus sp002396525	s__Azonexus phosphoritropha
s__Azospira suillum	s__Azospira oryzae
g__CAIQBG01	g__Fluviibacter
s__CAIQBG01 sp009938325	s__Fluviibacter phosphoraccumulans
s__CAIQBG01 sp903870055	s__Fluviibacter sp903870055
g__Denitromonas	g__Nitrogeniibacter
s__Denitromonas halophilus	s__Nitrogeniibacter halophilus
s__Denitromonas halophilus_A	s__Nitrogeniibacter halophilus_A
s__Denitromonas sp008501585	s__Nitrogeniibacter sp008501585
s__Denitromonas sp010983895	s__Nitrogeniibacter mangrovi
s__Niveibacterium sp013184235	s__Niveibacterium microcysteis
s__Rhodocyclus tenuis_A	s__Rhodocyclus gracilis
s__Tepidiphilus sp006980785	s__Tepidiphilus olei
s__Thauera_A sp003034845	s__Thauera_A lacus
s__Thauera_A sp004801295	s__Thauera_A nasutitermitis
s__Thauera_A sp004801305	s__Thauera_A rhizosphaerae
s__UBA2250 sp011330945	s__UBA2250 sp013388985
s__UBA2357 sp002344405	s__UBA2357 sp002344625
g__UBA5533	g__Cognatazoarcus
s__UBA5533 sp002426855	s__Cognatazoarcus halotolerans
g__UTPRO2	g__Desulfobacillus
s__UTPRO2 sp002066955	s__Desulfobacillus denitrificans
s__UTPRO2 sp002840845	s__Desulfobacillus sp002840845
s__UTPRO2 sp003105015	s__Desulfobacillus sp003105015
s__UTPRO2 sp008933825	s__Desulfobacillus sp008933825
s__UTPRO2 sp011526165	s__Desulfobacillus sp011526165
s__Uliginosibacterium carminicum	s__Dactylopiibacterium carminicum
s__Uliginosibacterium sp002307175	s__Dactylopiibacterium sp002307175
s__Uliginosibacterium sp002855595	s__Dactylopiibacterium aquaticum
s__Zoogloea sp012927165	s__Zoogloea dura
s__VBDM01 sp005888845	s__VBDM01 sp005883665
s__VBDM01 sp005888995	s__VBDM01 sp005882235
g__2-12-FULL-62-58	g__DSOT01
s__2-12-FULL-62-58 sp001771985	s__DSOT01 sp001771985
s__2-12-FULL-62-58 sp001772005	s__DSOT01 sp001772005
g__PLOWO2-02-64-14	g__JACQGN01
s__PLOWO2-02-64-14 sp001770325	s__JACQGN01 sp001770325
g__Sulfuricella_A	g__Sulfurimicrobium
s__Sulfuricella_A denitrificans_A	s__Sulfurimicrobium denitrificans_A
s__Sulfuricella_A sp003104895	s__Sulfurimicrobium sp003104895
g__LSR1	g__Parasulfuritortus
s__LSR1 sp002782005	s__Parasulfuritortus sp002782005
s__LSR1 sp004337445	s__Parasulfuritortus cantonensis
s__LSR1 sp013335435	s__Parasulfuritortus sp013335435
g__UBA11063	g__Aquella
s__UBA11063 sp002892535	s__Aquella oligotrophica
s__UBA11063 sp003538525	s__Aquella sp003538525
s__UBA11063 sp003962895	s__Aquella sp003962895
s__UBA11063 sp003962985	s__Aquella sp003962985
s__UBA11063 sp003963245	s__Aquella sp003963245
s__UBA11063 sp008017145	s__Aquella sp008017145
s__UBA11063 sp008017155	s__Aquella sp008017155
s__UBA11063 sp903891375	s__Aquella sp903891375
s__UBA3031 sp003483505	s__UBA3031 sp905478365
s__UBA3031 sp003485335	s__UBA3031 sp905478365
g__SM250	g__Pelomicrobium
s__SM250 sp008014345	s__Pelomicrobium methylotrophicum
f__UKL13-2	f__Usitatibacteraceae
g__GR16-43	g__Usitatibacter
s__GR16-43 sp001953215	s__Usitatibacter sp001953215
s__GR16-43 sp012274175	s__Usitatibacter sp012274175
s__GR16-43 sp013003965	s__Usitatibacter rugosus
s__GR16-43 sp013003985	s__Usitatibacter palustris
g__ML27	g__Ostreibacterium
s__ML27 sp009362845	s__Ostreibacterium oceani
s__Suttonella ornithocola	s__Suttonella_A ornithocola
g__Allochromatium	g__Thermochromatium
s__Allochromatium humboldtianum	s__Thermochromatium humboldtianum
s__Allochromatium palmeri	s__Thermochromatium palmeri
s__Allochromatium vinosum	s__Thermochromatium vinosum
s__Allochromatium warmingii	s__Thermochromatium warmingii
g__GCA-011290485	g__Thermochromatium
s__GCA-011290485 sp011290485	s__Thermochromatium japonicum
s__Thiocystis sp903866365	s__Chromatium sp903866365
s__Thiocystis violascens	s__Chromatium violascens
s__Thiohalocapsa sp009908515	s__Thiohalocapsa halophila
g__Thiorhodovibrio_A	g__Thiorhodovibrio
s__Thiorhodovibrio_A sp000228725	s__Thiorhodovibrio sp000228725
s__Thiosymbion ectosymbiont	s__Thiosymbion ectosymbiont_A
s__HyVt-443 thiotaurini_A	s__HyVt-443 sp011051715
s__Thiodiazotropha endoloripes	s__Thiodiazotropha endoloripes_D
s__Thiodiazotropha endoloripes_B	s__Thiodiazotropha lotti
s__YD12-FULL-61-37 sp009497875	s__JADGBD01 sp009497875
s__Contendobacter odensis_A	s__Contendobacter odensis
f__SKOM01	f__Competibacteraceae
s__Aquicella sp004322325	s__JAJPJH01 sp004322325
s__Aquicella_A sp013286525	s__Aquicella_A sp013286495
g__Rickettsiella_A	g__Aquirickettsiella
s__Rickettsiella_A grylli	s__Aquirickettsiella grylli
s__Rickettsiella_A isopodorum	s__Aquirickettsiella isopodorum
s__Rickettsiella_A sp002290645	s__Aquirickettsiella gammari
s__Rickettsiella_A sp005877695	s__Aquirickettsiella sp005877695
s__Rickettsiella_B sp013288455	s__JABDBU01 sp013288455
s__Acidihalobacter prosperus_A	s__Acidihalobacter yilgarnensis
s__Acidihalobacter prosperus_B	s__Acidihalobacter aeolianus
s__Acidihalobacter_A ferrooxidans	s__Acidihalobacter_A ferrooxydans
s__Zobellella taiwanensis	s__Zobellella_D taiwanensis
s__Aliidiomarina sp003316875	s__Aliidiomarina celeris
s__Aliidiomarina sp007096385	s__Aliidiomarina halalkaliphila
s__Alteromonas sp010500865	s__Alteromonas profundi
s__Alteromonas sp902506055	s__Alteromonas lipotrueae
g__Alteromonas_A	g__Alteromonas
s__Alteromonas_A alba	s__Alteromonas alba
s__Alteromonas_A lipolytica	s__Alteromonas lipolytica
s__Alteromonas_A oceani	s__Alteromonas oceani
s__Alteromonas_A sp002335925	s__Alteromonas sp002335925
s__Alteromonas_A sp002691625	s__Alteromonas sp002691625
s__Alteromonas_A sp013373625	s__Alteromonas sp013373625
g__Alteromonas_B	g__Alteromonas
s__Alteromonas_B confluentis	s__Alteromonas confluentis
s__Alteromonas_B sp002729795	s__Alteromonas sp002729795
g__Alteromonas_C	g__Alteromonas
s__Alteromonas_C pelagimontana	s__Alteromonas pelagimontana
g__Alteromonas_D	g__Alteromonas
s__Alteromonas_D aestuariivivens	s__Alteromonas aestuariivivens
s__Colwellia_A sp013215655	s__JABSOX01 sp013215655
g__MYP5	g__Alteromonas
s__MYP5 sp012911815	s__Alteromonas ponticola
g__Marisediminitalea	g__Alteromonas
s__Marisediminitalea aggregata	s__Alteromonas aggregata
s__Marisediminitalea mangrovi	s__Alteromonas mangrovi
s__Paraglaciecola sp004360155	s__Paraglaciecola marina
s__Pararheinheimera sp003990335	s__Pararheinheimera mangrovi
s__Pseudidiomarina maritima	s__Pseudidiomarina tainanensis
s__Pseudidiomarina sp902806985	s__Pseudidiomarina piscicola
s__Pseudoalteromonas rubra_C	s__Pseudoalteromonas viridis
s__Pseudoalteromonas sp004103285	s__Pseudoalteromonas galatheae
s__Pseudoalteromonas sp013140855	s__Pseudoalteromonas caenipelagi
g__RQJ05	g__Saccharobesus
s__RQJ05 sp003063625	s__Saccharobesus litoralis
s__RQJ05 sp003286125	s__Algibacillus agarilyticus
s__Rheinheimera sp013283795	s__Rheinheimera lutimaris
g__SM1970	g__Marinifaba
s__SM1970 sp013328345	s__Marinifaba aquimaris
g__Salinimonas	g__Alteromonas
s__Salinimonas chungwhensis	s__Alteromonas chungwhensis
s__Salinimonas lutimaris	s__Alteromonas lutimaris
s__Salinimonas sediminis	s__Alteromonas indica
s__Salinimonas sp006228385	s__Alteromonas iocasae
s__Thalassotalea agarivorans	s__Thalassotalea_D agarivorans
s__Thalassotalea sp012932965	s__Thalassotalea algicola
g__U0105	g__Alteromonas_F
s__U0105 sp003820355	s__Alteromonas_F sediminis
s__Permianibacter sp013179735	s__Permianibacter fluminis
s__Arsenophonus lipoptenae	s__Arsenophonus_A lipoptenae
s__Arsenophonus sp900343015	s__Arsenophonus_B sp900343015
s__Arsenophonus sp903968575	s__Arsenophonus apicola
g__BGMRC-2031	g__Acerihabitans
s__BGMRC-2031 sp004346745	s__Acerihabitans ligni
s__BGMRC-2031 sp005217455	s__Acerihabitans sp005217455
s__BGMRC-2031 sp010131535	s__Acerihabitans arboris
s__Baumannia cicadellinicola_D	s__Baumannia cicadellinicola
s__Blochmannia pennsylvanicus_A	s__Blochmannia pennsylvanicus
s__Buchnera aphidicola_O	s__Buchnera aphidicola
s__Buttiauxella agrestis_A	s__Buttiauxella massiliensis
s__Citrobacter freundii_E	s__Citrobacter arsenatis
s__Citrobacter sp004684345	s__Citrobacter tructae
s__Citrobacter_A sp009363175	s__Citrobacter_A telavivensis
s__Dickeya paradisiaca	s__Musicola paradisiaca
s__Dickeya zeae_A	s__Dickeya oryzae
s__Enterobacter asburiae_A	s__Enterobacter asburiae_D
s__Enterobacter cloacae_K	s__Enterobacter vonholyi
s__Enterobacter sp000762975	s__Enterobacter dykesii
s__Erwinia dacicola_A	s__Erwinia dacicola
s__Erwinia dacicola_B	s__Erwinia dacicola
s__Erwinia sp004022165	s__Erwinia beijingensis
g__Erwinia_A	g__Entomohabitans
s__Erwinia_A teleogrylli	s__Entomohabitans teleogrylli
s__Escherichia coli_C	s__Escherichia coli
s__Escherichia coli_D	s__Escherichia coli
s__Escherichia dysenteriae	s__Escherichia coli
s__Escherichia flexneri	s__Escherichia coli
s__Escherichia sp000208585	s__Escherichia ruysiae
s__Escherichia sp001660175	s__Escherichia whittamii
g__Escherichia_C	g__Intestinirhabdus
s__Escherichia_C alba	s__Intestinirhabdus alba
s__Frischella sp014489845	s__Frischella japonica
s__Hafnia proteus	s__Hafnia protea
g__IPMB12	g__Zophobihabitans
s__IPMB12 sp011745665	s__Zophobihabitans entericus
s__Klebsiella quasivariicola	s__Klebsiella africana
g__Klebsiella_A	g__Klebsiella
s__Klebsiella_A grimontii	s__Klebsiella grimontii
s__Klebsiella_A huaxiensis	s__Klebsiella huaxiensis
s__Klebsiella_A indica	s__Klebsiella indica
s__Klebsiella_A michiganensis	s__Klebsiella michiganensis
s__Klebsiella_A michiganensis_B	s__Klebsiella spallanzanii
s__Klebsiella_A oxytoca	s__Klebsiella oxytoca
s__Klebsiella_A oxytoca_C	s__Klebsiella oxytoca_C
g__L3-3HA	g__Affinibrenneria
s__L3-3HA sp008710095	s__Affinibrenneria salicis
g__LSJC7	g__Tenebrionibacter
s__LSJC7 sp000302695	s__Tenebrionibacter sp000302695
s__LSJC7 sp005671395	s__Jejubacter calystegiae
s__LSJC7 sp010092695	s__Tenebrionibacter sp010092695
s__Leclercia sp000755535	s__UBA7405 sp000755535
s__Leclercia sp002469605	s__UBA7405 sp002469605
s__Lelliottia amnigena_A	s__Lelliottia chinensis
s__Lelliottia lapagei_A	s__Lelliottia amnigena
s__Limnobaculum sp004295645	s__Limnobaculum zhutongyuii
s__Limnobaculum sp006491675	s__Limnobaculum xujianqingii
s__Photorhabdus luminescens_B	s__Photorhabdus akhurstii
s__Proteus sp003144395	s__Proteus faecis
s__Proteus sp003144405	s__Proteus cibi
s__Providencia burhodogranariea	s__Providencia_D burhodogranariea
s__Providencia sneebia	s__Providencia_B sneebia
s__Providencia sp002843235	s__Providencia huaxiensis
s__Providencia stuartii	s__Providencia_C stuartii
s__Providencia stuartii_A	s__Providencia_C manganoxydans
s__Pseudocitrobacter sp000330845	s__Pseudocitrobacter corydidari
s__Pseudocitrobacter sp008369545	s__Pseudocitrobacter vendiensis
s__Rahnella aquatilis_B	s__Rahnella aceris
s__Rahnella chamberiensis_A	s__Rahnella laticis
s__Rahnella sp001422575	s__Rahnella rivi
s__Rahnella sp004195115	s__Rahnella perminowiae
g__Raoultella	g__Klebsiella
s__Raoultella electrica	s__Klebsiella electrica
s__Raoultella ornithinolytica	s__Klebsiella ornithinolytica
s__Raoultella planticola	s__Klebsiella planticola
s__Raoultella sp002270295	s__Klebsiella sp002270295
s__Raoultella sp003752615	s__Klebsiella sp003752615
s__Raoultella sp004342285	s__Klebsiella sp004342285
s__Raoultella sp900759445	s__Klebsiella sp900759445
s__Raoultella terrigena	s__Klebsiella terrigena
s__Riesia sp002074035	s__GBBU sp002074035
s__Rosenbergiella sp002752555	s__Rosenbergiella epipactidis
s__Rosenbergiella sp009762255	s__Rosenbergiella collisarenosi
s__Rouxiella sp012933545	s__Rouxiella aceris
s__Serratia grimesii	s__Serratia_J grimesii
s__Serratia liquefaciens	s__Serratia_J liquefaciens
s__Serratia liquefaciens_A	s__Serratia_J liquefaciens_A
s__Serratia marcescens_B	s__Serratia bockelmannii
s__Serratia marcescens_I	s__Serratia nevei
s__Serratia microhaemolytica	s__Serratia_G microhaemolytica
s__Serratia plymuthica	s__Serratia_J plymuthica
s__Serratia plymuthica_A	s__Serratia_J inhibens
s__Serratia proteamaculans	s__Serratia_J proteamaculans
s__Serratia proteamaculans_D	s__Serratia_J proteamaculans_D
s__Serratia quinivorans	s__Serratia_J quinivorans
s__Serratia symbiotica	s__Serratia_I symbiotica
s__Serratia symbiotica_A	s__Serratia_C symbiotica_A
s__Serratia symbiotica_B	s__Serratia_E symbiotica_A
s__Serratia symbiotica_C	s__Serratia_D symbiotica_A
s__Serratia symbiotica_D	s__Serratia_I symbiotica_D
s__Serratia symbiotica_E	s__Serratia_I symbiotica_E
s__Serratia symbiotica_F	s__Serratia_H symbiotica_A
s__Serratia_B rubidaea_A	s__Serratia_B rhizosphaerae
s__Stammera capleta	s__Stammera capleta_A
s__Westeberhardia cardiocondylae	s__Westeberhardia cardiocondylae_A
s__Xenorhabdus griffiniae_B	s__Xenorhabdus griffiniae
s__Yersinia enterocolitica_F	s__Yersinia proxima
s__Yersinia enterocolitica_H	s__Yersinia artesiana
s__Yersinia frederiksenii_A	s__Yersinia vastinensis
s__Yersinia frederiksenii_C	s__Yersinia alsatica
s__Yersinia kristensenii_B	s__Yersinia rochesterensis
s__Yersinia kristensenii_C	s__Yersinia thracica
s__Aliikangiella sp007004725	s__Aliikangiella coralliicola
s__Corallincola luteus	s__Corallincola holothuriorum
s__Haemophilus influenzae_F	s__Haemophilus influenzae
s__Haemophilus sp002998595	s__Haemophilus seminalis
s__Histophilus haemoglobinophilus	s__Canicola haemoglobinophilus
s__Mannheimia sp009828705	s__Mannheimia pernigra
s__Mannheimia sp014541205	s__Mannheimia bovis
s__Pasteurella multocida_C	s__Pasteurella multocida
s__Pasteurella multocida_D	s__Pasteurella multocida
s__Motilimonas sp003596335	s__Motilimonas pumila
s__Ferrimonas sp005116665	s__Ferrimonas aestuarii
s__Ferrimonas sp005116715	s__Ferrimonas sediminicola
s__Ferrimonas sp012295575	s__Ferrimonas lipolytica
s__Shewanella bicestrii	s__Shewanella seohaensis
s__Shewanella sp000014665	s__Shewanella sp000014685
s__Shewanella sp000832025	s__Shewanella aquimarina
s__Shewanella sp002836275	s__Shewanella psychromarinicola
s__Shewanella sp002838165	s__Shewanella hafniensis
s__Shewanella sp002873615	s__Shewanella electrodiphila
s__Shewanella sp002966515	s__Shewanella oncorhynchi
s__Shewanella sp007004545	s__Shewanella eurypsychrophilus
s__Shewanella sp007197555	s__Shewanella psychropiezotolerans
s__Shewanella sp009647595	s__Shewanella intestini
s__Shewanella sp012911865	s__Shewanella salipaludis
s__Enterovibrio pacificus	s__Veronia pacifica
s__Enterovibrio sp004116385	s__Veronia nyctiphanis
s__Enterovibrio sp011045095	s__Enterovibrio sedimenti
s__Photobacterium sp003614885	s__Photobacterium salinisoli
s__Photobacterium sp004104355	s__Photobacterium chitinilyticum
s__Vibrio injenensis	s__Vibrio injensis
s__Vibrio sp000272145	s__Vibrio cortegadensis
s__Vibrio sp003144035	s__Vibrio albus
s__Vibrio sp003716875	s__Vibrio zhugei
s__Vibrio sp009601765	s__Vibrio algicola
s__Vibrio sp009874545	s__Vibrio nitrifigilis
s__Vibrio sp011064285	s__Vibrio ziniensis
s__Vibrio sp012641465	s__Vibrio agarilyticus
s__Vibrio sp013394185	s__Vibrio pomeroyi
s__Vibrio sp014050145	s__Vibrio marinisediminis
s__Vibrio splendidus_D	s__Vibrio echinoideorum
f__Enterobacteriaceae_A	f__Enterobacteriaceae
s__Tremblaya phenacola_A	s__Tremblaya phenacola_C
s__Tremblaya phenacola_B	s__Tremblaya phenacola_D
s__Cysteiniphilum sp003574425	s__Cysteiniphilum halobium
g__QLIT01	g__Facilibium
s__QLIT01 sp003574485	s__Facilibium subflavum
g__NIOZ-UU100	g__Thiopontia
s__NIOZ-UU100 sp013349825	s__Thiopontia sp013349825
s__NIOZ-UU100 sp014384675	s__Thiopontia autotrophica
s__Ga0077554 sp001464965	s__LNEJ01 sp001464965
s__Ga0077554 sp005240065	s__SBBG01 sp005240065
s__Guyparkeria halophila	s__Guyparkeria hydrothermalis
s__JABCZS01 sp013289545	s__JABCZS01 sp013289085
s__Legionella sp003184185	s__Legionella qingyii
s__Legionella sp011764505	s__Legionella antarctica
s__Legionella_A sp003990055	s__Legionella_A septentrionalis
s__Methylococcus sp012769535	s__Methylococcus geothermalis
g__Methyloumidiphilus	g__Methylumidiphilus
s__Methyloumidiphilus alinensis	s__Methylumidiphilus alinenensis
s__Methyloumidiphilus sp903857165	s__Methylumidiphilus sp903857165
s__Methyloumidiphilus sp903859815	s__Methylumidiphilus sp903859815
s__Methyloumidiphilus sp903911305	s__Methylumidiphilus sp903911305
s__Methyloumidiphilus sp903930145	s__Methylumidiphilus sp903930145
s__Methyloumidiphilus sp903934875	s__Methylumidiphilus sp903934875
g__CADCXN01	g__Methylobacter_B
s__CADCXN01 sp902806695	s__Methylobacter_B favarea
g__Methylomicrobium_A	g__Methylotuvimicrobium
s__Methylomicrobium_A alcaliphilum	s__Methylotuvimicrobium alcaliphilum
s__Methylomicrobium_A buryatense	s__Methylotuvimicrobium buryatense
s__Methylomicrobium_A sp003932755	s__Methylotuvimicrobium sp003932755
s__Methylomicrobium_A sp007135635	s__Methylotuvimicrobium sp007135635
s__Methylomonas sp008632455	s__Methylomonas rhizoryzae
s__Methylomonas sp903881345	s__Methylomonas paludis
g__Methylosarcina_B	g__Methylomicrobium
s__Methylosarcina_B lacus	s__Methylomicrobium lacus
